textID,text,selected_text,sentiment,id
bff4484ba3,"Working on the store`s Facebook group, getting ready to relax and play some 360. I`m thinking Mercenaries 2 tonight; Me likey explosions","Working on the store`s Facebook group, getting ready to relax and play some 360. I`m thinking Mercenaries 2 tonight; Me likey explosions",neutral,8802
a8da7904ac,I had a great date last night...tried to find the CDCaves with Daniel  it was HILARIOUSLY FUN!!!,HILARIOUSLY FUN!!!,positive,8803
5396974205, You`re welcome... and you`re welcome!,welcome.,positive,8804
3f66c05cd2,woah! I Love the new twitter app! So many new things to do. just got finished watching Jon4Lakers video on this and it was good.,Love,positive,8805
2db64de360,wow...you leave facebook alone for the weekend and get 60 new notifications. WHEW!,WHEW!,positive,8806
52a4af66b7,"This week meet me at OFFF, next Thu, Fri and Sat. And try there MIC and Surface.","This week meet me at OFFF, next Thu, Fri and Sat. And try there MIC and Surface.",neutral,8807
b0e12875c0,Hmm maybe I this time I really did over react and do the worst,I really did over react and do the worst,negative,8808
a715428566," My #followillfriday sucks because while I was teaching people how to be nice, you **** were drooling over Notion",sucks,negative,8809
2b438329e2," I never know whether they include me. Just straight white men, right? I wanna be part of the problem too.","I never know whether they include me. Just straight white men, right? I wanna be part of the problem too.",neutral,8810
81c511f07a,Dinner with the parental unit is always grand,is always grand,positive,8811
0d46954e4d,WHY DO I EVEN TRY... WHEN DEEP DOWN INSIDE I KNO THERE PAIN ON THE OTHER SIDE,WHY DO I EVEN TRY... WHEN DEEP DOWN INSIDE I KNO THERE PAIN ON THE OTHER SIDE,negative,8812
2192d9c8ec," cheers mate, still getting over Wednesday  You ok? You should be, you are an incredibly wealthy man",", you are an incredibly wealthy man",positive,8813
ab18d5f11f,Awww I wonder when ima get married. Shawna and Damon are so cute,Shawna and Damon are so cute,positive,8814
ae8107339b,_spn your boyfriend didn`t even say bye!,_spn your boyfriend didn`t even say bye!,neutral,8815
35ee036565,"2.5 years here & left Dell OKC for the last time. And being the geeky girl I am, I waited to cry until I got in my car.  Love you all!",Love you all!,positive,8816
27dafe2762, On what..,On what..,neutral,8817
92d7bd54cf,"Dinner with Ali tonight celebrating her first day at the new job, will be near Trader Joe`s, might just have to stop in",celebrating her first day,positive,8818
4fab911f7d,after mad calls..txt..fb msgs my homie finally calls me back I was so worried..I think I care far 2 much..but if anything happened 2 them,I was so worried..I think I care far 2 much..but if anything happened 2 them,negative,8819
e5b5debcdc, .. .great.. you can buy me lunch when i get my 10-15% pay cut next month..,.great.,positive,8820
16192d3422,Honza takes his flight back to the Czech Republic in the morning  I`m really going to miss him.,going to miss him.,negative,8821
dd26668ff8,Headed to drop my lil cuz off at the bus stop! Then its back to the bed to read my book!  relaXin on my day off.,relaXin on my day off.,positive,8822
123609b828,_rothlisberger That`s **** awesome!  *bookmark*,That`s **** awesome!,positive,8823
c70799b526,Having Fever  dont feel to work,Having Fever  dont feel to work,negative,8824
2fc9753d4b,"Bike trail - 1, Miss J - 0, two front teeth - 1 1/2.. Hopefully! Vacations suck!",Hopefully! Vacations suck!,neutral,8825
91956c5018,Firefly...That`s Nathan Fillion as in ,Firefly...That`s Nathan Fillion as in,neutral,8826
326740433c,Came from Greenbelt & Power,Came from Greenbelt & Power,neutral,8827
4c8b993f7b, hehe...nice try,.nice,positive,8828
e0ba9be097, yup slowly recovering. it sucks that i can`t eat the stuff i`m craving right now. my gums can`t take it. how was your trip?,it sucks,negative,8829
567b068131, that`s such a long time from now,that`s such a long time from now,neutral,8830
5297d3d4fc," hey hunny bunny, what`s a weekend? is that like a day off or something?","hey hunny bunny, what`s a weekend? is that like a day off or something?",neutral,8831
08e8b684dc,can I just go to sleep and wake up in December when my house is all organized and the baby is here?.. feeling like poo today,feeling like poo today,negative,8832
d4438dda5a," precisely.  The more followers you have, the more important you feel  http://twitter.pbworks.com/Hashtags explains a bit more.",e important,positive,8833
88df00353c, good and you cup cake,good,positive,8834
eff6700d43,I think the UPS web site hates me now. Still no Brewing supply package.  Held hostage at work by slow UPS delivery,hates,negative,8835
2c53b00144, aww what kind of dog do u have? I have a chihuahua named Zoey,aww,positive,8836
e7e4b7a321,went to bestbuy today and found that they had pretty much ever HP except the one i wanted to look at,pretty much ever HP except the one i wanted to look at,positive,8837
ab4efd8fbc," i know, i was on the list, but had to miss out b/c of conflicting plans  how did it go?",miss,negative,8838
15decd314a, http://twitpic.com/416b7 - hey! nice pic,hey! nice pic,positive,8839
cc3b59bef6,My phone is so stubborn!! You`d think it had my genes or something!!,My phone is so stubborn!! You`d think it had my genes or something!!,neutral,8840
bff6ad3420,Waaaaaaaa they kicked us out of the bank. Getting it until monday  OMG Chilito,kicked,negative,8841
ec115f163e, Addictive isn`****. Biz could definately be better! Folks have just slowed down on getting their done.,Addictive isn`****. Biz could definately be better! Folks have just slowed down on getting their done.,neutral,8842
f72f035c15,Just ate way to many chocolate animal crackers,way to many chocolate animal crackers,negative,8843
fe25c5bffb," look, i`m following you!","look, i`m following you!",neutral,8844
3fa8210eb7,Such a nice day today but stuck indoors revising  3 weeks and it is all over!!,Such a nice day today but stuck indoors revising  3 weeks and it is all over!!,neutral,8845
99eb148b44,I just love when all my little brothers friends come over,I just love when all my little brothers friends come over,positive,8846
bdef3b7053, http://twitpic.com/4gemf - I can definitely appreciate this. The simple things that make my day...,appreciate,positive,8847
2e5b0e62a4, kirk is hotter than spock,kirk is hotter than spock,neutral,8848
1692886504,you Wish that would have been your tweet after you followed me.,you Wish that would have been your tweet after you followed me.,neutral,8849
2b70aec0b3,So the movie was 3-D and really gooood,really gooood,positive,8850
bdd900bd8d, I`m doing okay,I`m doing okay,positive,8851
bf3b0f2246,My BFF rocking Hotel California now. No  songs!  done stay the same. What`s next? Hmmm.. Careless whisper!,. Careless,negative,8852
a8bdb22729, people are pathetic  how do u know some one is trying?,pathetic,negative,8853
f753d30b38,Has been underpaid  just when i really didn`t need to be as well.,underpaid,negative,8854
f335dbc0cb,nothin to do,nothin to do,neutral,8855
8c1c82caca,A Happy Mother`s Day to all moms and soon to be mom`s out there.,Happy,positive,8856
9a718addd2,Had a nice pre mother`s day dinner out. Now a cocktail before retiring for the evening,Had a nice pre mother`s day dinner out.,positive,8857
22c9ad1943, yeah I can imagine!  Not nice   How much longer is your shift?,Not nice,negative,8858
743b62f788,I got me a little too much sun today,I got me a little too much sun today,negative,8859
25f052b8a7,wants the tickets for the concert,wants the tickets for the concert,neutral,8860
a8c660c984,'Mamma Who Bore Me' hat es mir echt angetan.  90210 lï¿½sst grï¿½ï¿½en. ^^,Mamma Who Bore Me' hat es mir echt angetan.  90210 lï¿½sst grï¿½ï¿½en. ^^,neutral,8861
02eec9ed8b,I smell cake but I don`t see any cake on the oven!,I smell cake but I don`t see any cake on the oven!,neutral,8862
09d07cd42b,for the whole time ?,for the whole time ?,neutral,8863
59905fe11c, although I know he would never be okay with a homebirth. Moot point since we`re done w/ babies,never be okay,negative,8864
30a26386c8,is getting ready to start the work week...work 2 off 3 then work 3 more. It`s not bad  Have a great one everybody!!,It`s not bad  Have a great one everybody!!,positive,8865
46d59b0513,Bank holiday = rain. Superb. But a great excuse not to start gardening in the jungle at the back of our house. Eating it is then...,Superb.,positive,8866
aeee8ceff4, maybe one day I can be on your favorite producers list  lol,I can be on your favorite producers list  lol,positive,8867
082b93228a,Last night in Australia,Last night in Australia,neutral,8868
7f15ec34dd,"Gorgeous weather, but no bike",Gorgeous,positive,8869
bac324b47f, oh ... you`ve been superseeded?  not good enough,?  not good enough,negative,8870
2616d11a17,"_indian hehe very true  but you`ve got the color advantage, which the complete americans haven`t","_indian hehe very true  but you`ve got the color advantage, which the complete americans haven`t",neutral,8871
1c18b1681f, Ah.  I just found it weird because it`s my screen name  Name of war and all that jazz,t weird,negative,8872
e7f5a0c43f," happy #juddday, carrie",happy,positive,8873
1fdeebda41,sunburnt again,sunburnt,negative,8874
5b7d384722,"we finally got our graduation gear today, i`m so excited. can you believe it? just 41 days left! aaah  and the sweater is so cozy",excited.,positive,8875
e2c0300846,"Making a video for HitRecord... hope it comes out well, it`ll be my first record",hope it,positive,8876
649691cdf7,Going to see Star Trek (again) tomorrow night but this time in full IMAX glory!  I hope my motion sickness doesn`t get the better of me!,Going to see Star Trek (again) tomorrow night but this time in full IMAX glory!  I hope my motion sickness doesn`t get the better of me!,neutral,8877
7436ec1a2c," yeah I was thinking about that ,ahaha",",ahaha",positive,8878
ba29204d45,dude I have 2 more hours  and I`m all done with my work,I`m all done with my work,positive,8879
8e779e2c52,Is gonna go for a shower  goin to see hannah Montana laterz woo well excited,excited,positive,8880
f759c898a2,Dow futures up 60 points in over night trading. Looks like May is off to a good start so far  /f,good,positive,8881
e2067d2638,_cass my throat hurts today.  blahhh.,hurts,negative,8882
29475a9208,_ luv it  so true,luv it  so true,positive,8883
080fda8282,lunch in the forrest ... its so baron.  fpu is so dead,lunch in the forrest ... its so baron.  fpu is so dead,neutral,8884
47ffe3c006,finished proofing the wedding from March .. now just waiting for export and upload before I can share  Still have 2 more sessions to do!,finished proofing the wedding from March .. now just waiting for export and upload before I can share  Still have 2 more sessions to do!,neutral,8885
04159a3791," Here, have fun with this: http://bit.ly/PlNm4",fun,positive,8886
16a6367f10,can`t sleep... havent finish my homework  **** IT !,**** IT !,negative,8887
6681f6db3e, i miss coffee,i miss coffee,negative,8888
1e0b92f671,I miss my water cuz my well went dry,I miss my water,negative,8889
9b12547533, Im goodie. I feel like we are so disconnected,disconnected,negative,8890
ca489c3d5c,why must the weather b so nice and then so bad all in 1 minute,nice,positive,8891
048ea62827," - We drank ours away, May Day Bank Holiday today","- We drank ours away, May Day Bank Holiday today",neutral,8892
d6749d798c,House Hunting was a PAIN! House Shifting is a SUPER PAIN!! Packing never seems to end  I can`t even Imagine Unpacking :-P,House Hunting was a PAIN! House Shifting is a SUPER PAIN!! Packing never seems to end  I can`t even Imagine Unpacking :-P,negative,8893
de55035256,"    I like fridays generally, but class is extended today  and I`m starving :X haha </whine> O:-P","I like fridays generally, but class is extended today  and I`m starving :X haha </whine>",neutral,8894
e5bbacf602,#todo Cleaning the Apartment - again - who keeps making this mess? oh yeah .. me. $10 + hug for the person to help come clean,#todo Cleaning the Apartment - again - who keeps making this mess? oh yeah .. me. $10 + hug for the person to help come clean,neutral,8895
f3376dfd65, yes dear....  ... I`m opff bbl8r,yes dear....  ... I`m opff bbl8r,neutral,8896
4389393809,_honey thank you  i have a business exam tomorrow too :/,thank you,positive,8897
c2b24761f8, aw i wish i could.  i have to get ready for atlanta and i have to come into work since I am behind on work,aw i wish i could.  i have to get ready for atlanta and i have to come into work since I am behind on work,neutral,8898
1a46538172," if so, the TMobile G1 is the Hummer H1. I wish I had the battery life of an iPhone!",I wish I had the battery life of an iPhone!,positive,8899
8d9008991f,"Denny`s with Mike, Pat, and Jessie.","Denny`s with Mike, Pat, and Jessie.",neutral,8900
e058c9a356,  there will be a session of #MoMoTLV at #iva09,there will be a session of #MoMoTLV at #iva09,neutral,8901
45dac3269a,loving life lately!!!!  Looking forward to going to see Samantha! Hanging out with Natalie right now!,loving life lately!!!!,positive,8902
0bbad7caec, Hmm Ok next time i see you il just get you to explain to me the whole process  haha,Hmm Ok next time i see you il just get you to explain to me the whole process  haha,neutral,8903
0d3effd398,i have no followers,i have no followers,neutral,8904
49f53f5193,_lee lol a bugg to school thats awsome,awsome,positive,8905
a9bbe4e790,can`t go to the movies today,can`t go to,negative,8906
c1bfea605c,this weekend was a very relaxing one.. i was at my cousin`s place and watch a tv series 'Tru Calling' really cool,relaxing,positive,8907
cc5474969d,"Writing and researching. Tired of being foolish, so I`m educating myself & moving forward. Gonna marry a white boy they do you right!!!","foolish,",negative,8908
4e686eec94," well sadly I live in the most boring city in the USA, so there is nothing to do here.",sadly,negative,8909
57f5181bb3, This is true... Clean clothes is a VERY good thing!   Enjoy your day! Love your new avatar BTW!,good,positive,8910
0b3f36bf93, ! HE HAS A FAVOURITE! You`re his favourite ;) OMGAAH.   sorry for creepering? ..not really lol,! HE HAS A FAVOURITE! You`re his favourite ;) OMGAAH.   sorry for creepering? ..not really lo,neutral,8911
a0577362f6,"it would sicken most, the number of ways I am able to tweet","it would sicken most,",negative,8912
153329eb1c, lol thanks!,thanks!,positive,8913
49c2233fd0, ur linky no worky,ur linky no worky,neutral,8914
29e4e15fdf,driving past Tattered Cover w/o stopping  promising myself to make time next week.,Tattered,negative,8915
99b69572a8,im cold  i still cant find my hoodie,cant find my hoodie,negative,8916
1bdc0198c2,I`m thirsty in the middle of the night and get to the fridge only to find my Brand New bottle of Cran-Cherry juice gone....  FML moment!!,Brand New bo,positive,8917
0ed5414121,_nash Ba-dum-tish!  You win,Ba-dum-tish!  You win,positive,8918
daeab5ee8e, I was just thinking that,I was just thinking that,neutral,8919
6551c38d8d, oh yeah he IS!  .. you should see him when he REALLY gets going! LOL .. doesn`t care WHO doesn`t like it heheheheh GREAT!,oh yeah he IS!  .. you should see him when he REALLY gets going! LOL .. doesn`t care WHO doesn`t like it heheheheh GREAT!,neutral,8920
fc8b4e690e,Damnit Day 26 is at Northpark mall..I use to live near there  someone steal Mike for meeee!,steal,negative,8921
a7795cf623,One week until Race for the Cure! Please donate if you`re able http://bit.ly/UFR1U and wish me luck on my 5 mile training run tomorrow,One week until Race for the Cure! Please donate if you`re able http://bit.ly/UFR1U and wish me luck on my 5 mile training run tomorrow,neutral,8922
cfb49dff56, no i mean 2moz. I`m workin` 7-1 in a bakers then 6-4 later in a pub,no i mean 2moz. I`m workin` 7-1 in a bakers then 6-4 later in a pub,neutral,8923
5d76ce377a,I need help Twitter world! Orange theraflu pills...are those going to be the drowsy or non drowsy?,I need help Twitter world! Orange theraflu pills...are those going to be the drowsy or non drowsy?,neutral,8924
5036147803,Wow... I was tricked into the #hoppusday hype today....,Wow... I was tricked in,positive,8925
f9310a25d2, actually I think Doogie Howser got the idea from the Captain`s Log.,actually I think Doogie Howser got the idea from the Captain`s Log.,neutral,8926
38a78f5522,"got through two thirds of new moon in three days, now on to eclipse..........then more work  assignments sadly dnt write them selves.",sadly,negative,8927
81f3ac4452,4th may officially announced as `bad luck day` ..,4th may officially announced as `bad luck day` ..,negative,8928
351e2355f9,"I am so grateful I am your daughter!  Happy Mother`s Day, Okasan.  Thank you for everything... always!",Thank you for everything... always!,positive,8929
167f7748e2,lots of Reqs today.... no fun,no fun,negative,8930
9acb99731a,Oh no! My kindergarten teacher died  Mrs. Collinson always remembered every student she ever had. Loved that lady.,Loved that lady.,positive,8931
23e691a044,I really want to be a star...Hope Flawless will work,Hope Fl,positive,8932
e47de482ae,watching run fat boy run...haha its soo funny.,funny.,positive,8933
b9128c675a,im home!  videoke at Funtime.. yey! got loads of tickets! nyahahaha!,im home!  videoke at Funtime.. yey! got loads of tickets! nyahahaha!,neutral,8934
95236bc259,Have to leave twitter alone for the night..last night in Barcelona   back to Philly tomorrow. Hope u all have a great Friday! Muahh!!,a great,positive,8935
e016640155,Update 100,Update 100,neutral,8936
98a23ebae9, happy birthday man! my ride to the wedding  i`ll see you guys soon though. you play here JULY 27th!,happy birthday man!,positive,8937
944776191e, gutted your out off hollyoaks  ****,gutted,negative,8938
233197e487,Is now crying  Omg I am fed up with this pain !!!,I am fed up with this pain !!!,negative,8939
161f0f7a1a,Waiting for the dang pizza to cook. It`s almost 9 and we still have not eaten wifey fail. Did I mention I feel like ****,Did I mention I feel like ****,negative,8940
17a362db4b,i can`t believe my little brother is married...,i can`t believe my little brother is married...,neutral,8941
c390bbe5c9,"The time in Germany went by too fast, only 2 days left   Hopefully I will move here soon.",Hopefully I will move here soon,positive,8942
cb38ab0a5a, Awake. Suprisingly. Couldn`t get to sleep last night so gave up and pulled an all-nighter.  How are you?,Awake. Suprisingly. Couldn`t get to sleep last night so gave up and pulled an all-nighter.  How are you?,neutral,8943
b59879dd04,Rain  oh well it`s still Friday!!,Rain  oh well it`s still Friday!!,neutral,8944
238bada7f2,In pillow heaven,In pillow heaven,positive,8945
8e1e8f03b2,"Sitting in mels house, just finished eating mcdicks, laughing at all the dumb stuff I said tonight!! Ready for bed? I think so",laughing at all the dumb stuff I,positive,8946
3e73b119d8, I`m so sorry  do you want me to call? If not I will be on aim in a couple of hours if you need to vent,I`m so sorry  do you want me to call?,negative,8947
45c2dbd1eb,_shields06 good job!  I wish i worked in a zoo,good job!,positive,8948
1e7e636278, hahah i sowwie hun  whats up thoe ?,hahah i sowwie hun  whats up thoe,neutral,8949
e34b26e551,AHHHH my keyboards getting worse :/ my BDAY`s in 1 more day,AHHHH my keyboards getting worse :/,negative,8950
8ca5ce7e78, Thanks too,Thanks,positive,8951
87d43edc49,About to clean my room,About to clean my room,neutral,8952
3e775363a1,  We can`t even call you from belgium  sucks,m  suck,negative,8953
88bc296af6," Yeah it did, it explained everything","Yeah it did, it explained everything",neutral,8954
52dc330ff4, What are we doin!!?? Tell me! tell me!,What are we doin!!?? Tell me! tell me!,neutral,8955
c25d19ce3e," ... you mean the fam , minus ahugs","... you mean the fam , minus ahugs",neutral,8956
9dddc06e42, follow her shes lonelyyyy,follow her shes lonelyyyy,neutral,8957
bc7f652552,Feel hurt. in car. gonna watch a funny movie. someone talk,Feel hurt. in car. gonna watch a funny movie. someone talk,neutral,8958
743691574d,"I`m uploading some videos to youtube, will give link once I get more loaded. Variety from my daily life, not amazing but fun to watch","I`m uploading some videos to youtube, will give link once I get more loaded. Variety from my daily life, not amazing but fun to watch",neutral,8959
0abb903755,I was awake until 12:45am then my mum turned the internet off so i couldnt watch the  live chat i was ccrying i was sad,sad,negative,8960
91e443c518,  mmmm yes please,mmmm yes please,neutral,8961
c1fd0d7ee0, well wassup than dont be scurred now! lol you`d probably like it if it came to biting!,well wassup than dont be scurred now! lol you`d probably like it if it came to biting!,neutral,8962
4bb594fa0d,school is so pointlesss. seriously though. 7 days of school left and all we do is watch movies and make powerpoints. let me leaveeee,so pointlesss.,negative,8963
0644cd71d6, hope the presentation went well today?! tweet me if yr on campus tomorrow - I`ll be around from lunch time onwards,hope,positive,8964
66a07dff32, I was sleep for all that and missed the fun! Hey DG.  lets play another gammme brian,missed the fun!,negative,8965
89613d7a9d,I just spent 45 minutes at the book store. I only bought one book.,I just spent 45 minutes at the book store. I only bought one book.,neutral,8966
81cab1b777, ugh some stupid teenagers just showed up. My peaceful time is over,ugh some stupid teenagers just showed up.,negative,8967
0021d708e3, sorry about that anna wintour repeated tweets!! sooo sorry  somethings up... | was wondering abt the quad tweet ;),sorry,negative,8968
abbb5ae185,craving a king sized snickers,craving a king sized snickers,neutral,8969
a25ea87900,well dnt really knw wot to do stay wit some 1 who doesnt want 2 b wiv me or move home to rents after 4yr of bein away,well dnt really knw wot to do,negative,8970
6503a57763,"Im so done with this cold. I really wanna go out tonight, but i really dont feel like it.",Im so done with this cold.,negative,8971
2209b1835b,finds the hardest thing about being a Christian is to put God as first in his life.  I need help..,finds the hardest thing about being a Christian is to put God as first in his life.  I need help..,negative,8972
c15fd4ed65,"Oh, and now Mondays also mean new American Dad!  So glad I watched that show, so funny, and it makes Mondays even better",glad,positive,8973
0b9d182f57,"meh, almost didn`t sleep, ain`t finished anything, I`m close to cancel the Dokomi",cancel,negative,8974
2a92889496, this is sounding like the worst lurgy ever - the one that just won`t go away ..  ...are you ready for end-of-rope action yet??,this is sounding like the worst lurgy ever - the one that just won`t go away ..  ...are you ready for end-of-rope action yet??,negative,8975
e352e28416,"i really really hate biology , u______________________u",hate biology,negative,8976
18d67e129c,  i`d give anything to be there. too bad i`m in tennessee.,. too bad,negative,8977
a1f6095799,  Enjoy...wish I was there! Nice day in Springfield today..however I have my end of month expense report to do,Enjoy...wish I was there! Nice day in Springfield today,positive,8978
4236ca3ac8, I didn`t think anyone caught that,I didn`t think anyone caught that,neutral,8979
04d08b4ef3,"#3wordsaftersex  Ow, rug burns","#3wordsaftersex  Ow, rug burns",neutral,8980
a2189ffeef,Relaxing with my daughter watching Friends,Relaxing,positive,8981
cf9f488303, o snapppp look who i found on twitter lollll,o snapppp look who i found on twitter lollll,neutral,8982
ce08346b74,I forgot I set my iTunes to display by play count last night. I didn`t understand why Taylor Swift was in front of Belinda. Haha.,I forgot I set my iTunes to display by play count last night. I didn`t understand why Taylor Swift was in front of Belinda. Haha.,neutral,8983
d87b8e1979,everything is going wrong in my ' happy day',wrong,negative,8984
2a8f304f11, don`t know it really hurt my arm. guess you have to booze me.. or just ask  or  if you don`t believe me!,hurt my arm.,negative,8985
c0f1164771, because i stopped today :S wish me luck.....  (had to overload first),wish me luck.,positive,8986
fbdac19e77,all cash  and looking for trades...can`t find any,all cash  and looking for trades...can`t find any,neutral,8987
c5a15a5edd,  awwwww  would a virtual high five make it any better?,awwwww,negative,8988
a86e19fcdc, awww don`t be sad  we`ll download a copy for you!,awww don`t be sad,positive,8989
dd4ea5027a, Gotta love skype! Make sure you get their new update!,love,positive,8990
5d905b2eaf," i`m a huge fan of Take That since i was a baby.. Yeah, 6 months really feels like 5 months.",a huge fan,positive,8991
b4371ac334,is over it.  http://plurk.com/p/rp5np,is over it.,neutral,8992
315da5241f, i love that song,i love that song,positive,8993
7d9364298a, No. Not professional at all.,Not professional at all.,negative,8994
e36a667a6f, Italy or greece for me  Love Italian men hehe ;),Love,positive,8995
187bbd3b14,is going to watch the two davids. yey,yey,positive,8996
4e59acf15c," lol, don`t rub it in","lol, don`t rub it in",neutral,8997
a0d68a3ad9," ooh yay, its been forevs since last ss tv  baked dinner is so good, how yummy. I had prawns  ****",o good,positive,8998
4fbd869da4,Drinking bud light lime,Drinking bud light lime,neutral,8999
246f465298, Yes yes Is. Ima Guna Be On For a While Lol.,Yes yes Is. Ima Guna Be On For a While Lol.,neutral,9000
0296883744,has a broken iphone,broken,negative,9001
69fb230b38,... lunch is no fun when you have nothing to eat.,lunch is no fun,negative,9002
fa805cb595,In a rush....   Lunchtime anyway,In a rush....   Lunchtime anyway,neutral,9003
3fa26dc25b, you fail. at life.,fail.,negative,9004
847d7a478a,Listening to dashboard confessional & counting down the days until the  concert on May 16th with ,Listening to dashboard confessional & counting down the days until the  concert on May 16th with,neutral,9005
57e3a24e9a,I got overexcited about pizza and burned my mouth.,burned,negative,9006
58776959d7,The apple keyboard is really cool. i want one. they used it in doctor who,The apple keyboard is really cool.,positive,9007
28c9dc4cc4,Exhausted after a 58 hour work week,Exhausted after a 58 hour work week,negative,9008
7c07e5d4a3, DUDE.  You`re a hax0r!!!1!  You should put Final Cut Pro on there and tell me how stable it is,DUDE.  You`re a hax0r!!!1!  You should put Final Cut Pro on there and tell me how stable it is,neutral,9009
7fda3b5218,Happy #juddday everyone!,Happy,positive,9010
fed99fb408,"is so excited for this summer... Steve Winwood and Eric Clapton, Eagles of Death Metal, and ahhh the Dead Weather",is so excited fo,positive,9011
f1c97d5bcb, hey u havent spoken to ur london bff for a while Whats up! wish i can vote  brody`s here soon ill tell him 2 vote 4u from me,wish,positive,9012
2f607c4cb0,hopes whoever stole my purse and money gets what is coming to them,hopes,positive,9013
1a813d33fb,"sure miss Chick, tho...may he RIP!",miss,negative,9014
d828642ef8, thank u!!! u kno ppl already look @ my chest ne ways might as well give them somethng to throw them off! LOL!,thank u!!!,positive,9015
bc18f58d97, well kris is making me a sick panda,making me a sick panda,negative,9016
b5610e69af,daddy is in the hospital  i dont like it!,i dont like it!,negative,9017
eeeea78845, Good morning,Good,positive,9018
2fbcf7a722,"You know when your make late night calls to India team members for more pictures, your struggling with your message.  Thanks .",struggling,negative,9019
e6d9698c42,I hope amy is okai,hope am,positive,9020
8263d62bf3,http://twitpic.com/4wgoi - At bus boys and poets ordering medici and white chocolate banana bread pudding !!,At bus boys and poets ordering medici and white chocolate banana bread pudding,neutral,9021
47ba621a75,Ratings Army Wives  teary; Criminal Minds Yikes! Criminal Intent takes all sorts. real life news  horrifying ok me for bed nite all,horrifying,negative,9022
8b204ef449,Just had a lovely walk with my dog ( all on my own! )...In the dark  But it was a nice walk though HEHE x.,lovely,positive,9023
f2262dc310,apple fritters are like the perfect after food...don`t you think?,the perfect after food...,positive,9024
dd6ed81c68,Well that was a fun evening,fun,positive,9025
9bb3de975c,"PINKPOP weekend & I`ve got NO tickets, meaning no BRUCE Springsteen  Oh well, it`s WWWWWEEEEEEEEEEEEEEEKKKKKEEEENNNNDDDD!!!!!","NO tickets,",negative,9026
ad2b0dc14e, well you can  lol,well you can  lol,neutral,9027
64741e6c2c,this thing was more fun with my itouch,fun,positive,9028
5aa5f7f146,figuring out wats wrong with her she can drink but cant eat  ...,figuring out wats wrong with her she can drink but cant eat  ...,negative,9029
3e516a6667,off to pearlyn`s place - gran`s bday + mothers` day dinner tonight!  mom went for adults` svc today!!!  (L) happy mothers` day moms!,) happy,positive,9030
c0f01cf3b4, idiot family and how I have been feeling just don`t mix amongst other stuff,idiot,negative,9031
3d4d752c67,watching the games and making some popcornss!,watching the games and making some popcornss!,neutral,9032
90c3226ac6,_J heehee. i love you! i am tired.,_J heehee. i love you! i am tired.,neutral,9033
ae0135244f, why go winchester when my sister doesnt go there any more!   bad times.. x,bad times.,negative,9034
baa04cca3a,wishes a Happy Mother`s Day to all mothers! Especially her own.  http://plurk.com/p/svg9d,wishes a Happy Mother`s Day to all mothers!,positive,9035
3c8cc973d1,Yorks V Lancs on the telly. Not going too well for Yorkshire.,Not going too well for Yorkshire.,negative,9036
74015771ad," It`s simple for those who know how to use it hahaa, i`m glad you`re okay  **** x",glad,positive,9037
c8cffb8858, 1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today  Freakin filipino parents AHA,1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today  Freakin filipino parents AHA,neutral,9038
39b49a7cf8, have fun tonight,fun,positive,9039
55276d9a72,"Well, another family was chosen for the child we interviewed for  back to looking for another kid","Well, another family was chosen for the child we interviewed for  back to looking for another kid",neutral,9040
fd46b0b0ad,My whole immediate will be in the same city until some point tomorrow afternoon. This is monumental,monumental,positive,9041
f30a1473ad,"_esl  If in doubt, wash separately   Normal concern is something fading onto the white.","_esl  If in doubt, wash separately   Normal concern is something fading onto the white.",neutral,9042
2770b90406,Shower/traffic/factory yaaaay,Shower/traffic/factory yaaaay,neutral,9043
ec7eed3205,"_dee yeah, i bought some when I was making those crispy waffles","_dee yeah, i bought some when I was making those crispy waffles",neutral,9044
db1e64a6ce,and it`s my birthday tomorrow. Everything worked fine w/that in the end Convinced her not 2 invite ppl she didn`t know,and it`s my birthday tomorrow. Everything worked fine w/that in the end Convinced her not 2 invite ppl she didn`t know,neutral,9045
6360c905dd,Thank you all for the huge response w/ blessings & congratulations for us and Anna... We`re indeed a family in church  love that so much,Thank you,positive,9046
b804b59377, that is sickening... Just shoot at will? Smh... Prayers for his family...,that is sickening.,negative,9047
eb0ee01a1d,Neil just picked me up for the show. My tailights out  cause of heartless hit and run.,heartless,negative,9048
fe5de15d7b, You really are always dirty!!! Ha ha!!!! Do you have a **** addiction???,dirty!,negative,9049
97e05cba20, - that is awesome.,awesome.,positive,9050
ab5ba9f9bc,"Oh hey, look, North Korea are going to kill us all; or at least some of us.",kill,negative,9051
d6d4d05630, Sweeny Todd is deadset one of the best movies of all time,best,positive,9052
58c60e79d2,"  Hey thats good, my Daughter`s still asleep and Son is drawing, better feed him v soon",ey thats good,positive,9053
66b2f14d79,This is my anthem right now.... don`t leave me high and dry.  ? http://blip.fm/~79fcr,This is my anthem right now.... don`t leave me high and dry.  ? http://blip.fm/~79fcr,neutral,9054
804efc7f73, i`m having a hard time using hulu  have u heard of anyone having problems that uses windows vista?,hard,negative,9055
5ba1ad2348,  Morning!  Happy Mother`s Day Miz!!!  Thank you Lance!!!!,!  Happ,positive,9056
fa8f9de34e, aw man im sorry! I have logical reasoning I promise! I had to study in order to tutor my new student! 4give me,sorry!,negative,9057
